site,block,warming_treatment,plot_id,species,plant_id,phylo,year,doy,photosyn,gs,ci,soil_water,tleaf,VPG,percent_stomatal_limitation,Agmax,Vcmax25
cfc,e,warmed,e5,acesa,1482,angio,2009,166,3.299405061,0.02347373,160.5389775,0.135564625,28.95257187,1.816439181,0.70301512,11.10967352,24.34428016
cfc,e,warmed,e5,acesa,1484,angio,2009,188,0.131,0.00322,320,0.086995763,29.01,2.239422548,0.988208474,11.10967352,0.484859
cfc,e,warmed,e5,acesa,1485,angio,2009,223,4.066666667,0.0474,233.3333333,0.232443625,35.31,4.067922969,0.63395264,11.10967352,20.07467787
cfc,e,warmed,e5,betpa,1486,angio,2009,247,19.04345528,0.349140359,266.1055738,0.179734625,32.24015554,2.210809214,0.09883829,21.13211766,82.96510997
cfc,e,warmed,e5,betpa,1487,angio,2010,165,24.75330773,0.550731472,277.7758006,0.218430375,25.8225174,1.066461349,-0.171359546,21.13211766,103.6966187
cfc,e,warmed,e5,betpa,1488,angio,2009,223,18.53333333,0.518333333,294,0.232443625,32.37333333,2.532590317,0.122977941,21.13211766,73.80519254
cfc,e,warmed,e5,betpa,1489,angio,2009,187,0.237885314,0.004900918,307.9593623,0.087043063,27.10216904,2.359830796,0.98874295,21.13211766,0.909799803
cfc,e,warmed,e5,betpa,1490,angio,2009,162,20.33333333,0.427166667,281.1666667,0.1706955,25.22666667,1.371468447,0.03779954,21.13211766,84.253829
cfc,e,warmed,e5,betpa,1491,angio,2011,165,17.38812513,0.238879117,241.008644,0.14319875,32.03583017,2.36251955,0.177170721,21.13211766,83.17476342
cfc,e,warmed,e5,betpa,1492,angio,2011,237,11.58504943,0.18518027,265.5015433,0.191089625,28.48295463,2.247907078,0.451780005,21.13211766,50.57758447
cfc,e,warmed,e5,picgl,1500,gymno,2011,269,4.395461887,0.02128658,57.93615513,0.10759975,23.17491407,1.023533159,0.728628963,16.19724024,222.2972506
cfc,e,warmed,e5,picgl,1501,gymno,2011,210,10.99570647,NA,NA,0.200381625,34.14596433,2.42984886,0.321137039,16.19724024,NA
cfc,e,warmed,e5,picgl,1505,gymno,2011,236,6.704325173,0.081411027,224.284761,0.197069,29.84494463,1.952929632,0.586082254,16.19724024,34.41566731
cfc,e,warmed,e5,pinba,1508,gymno,2010,207,9.54,0.0808,194.6666667,0.110190625,31.82333333,2.221997012,0.492057575,18.7816562,56.68789463
cfc,e,warmed,e5,pinba,1514,gymno,2011,167,16.32374573,0.31405022,288.9043417,0.169439857,23.11642773,1.695633381,0.13086761,18.7816562,66.01880667
cfc,e,warmed,e5,pinst,1520,gymno,2010,235,12.84483934,0.09724303,163.7657633,0.2293935,36.70426178,3.729375588,0.025081081,13.17528985,92.58445174
cfc,e,warmed,e5,pinst,1521,gymno,2011,165,11.79061853,0.138825587,246.5495067,0.14319875,31.44999313,2.127202776,0.10509608,13.17528985,55.18189293
cfc,e,warmed,e5,pinst,1523,gymno,2011,266,3.950030427,0.0200897,77.0562736,NA,16.73919613,0.683609104,0.70019404,13.17528985,90.59942311
cfc,e,warmed,e5,pinst,1524,gymno,2010,207,6.113333333,0.0397,138.6666667,0.110190625,32.31333333,2.463552359,0.536000088,13.17528985,54.01923036
cfc,e,warmed,e5,pinst,1528,gymno,2011,209,10.46805907,NA,NA,0.209977875,36.83675767,2.155707536,0.205477892,13.17528985,NA
cfc,e,warmed,e5,poptr,1530,angio,2009,166,12,0.2095,277.5,0.135564625,29.47,1.692834897,0.40431869,20.145,50.31560428
cfc,e,warmed,e5,poptr,1532,angio,2009,188,0.461,0.00645,273,0.086995763,28.23,2.009065639,0.97711591,20.145,1.961860849
cfc,e,warmed,e5,poptr,1534,angio,2009,247,16.57322826,0.328523426,276.589238,0.179734625,32.30383046,2.270170834,0.177303139,20.145,69.69807308
cfc,e,warmed,e5,poptr,1536,angio,2010,202,18.79951405,0.511579856,296.5344875,0.119255625,35.12241618,1.932313234,0.066790069,20.145,74.3024712
cfc,e,warmed,e5,poptr,1537,angio,2011,165,14.62375747,0.265015233,275.8341533,0.14319875,31.830239,1.7956923359999999,0.274075082,20.145,61.65221551
cfc,e,warmed,e5,poptr,1538,angio,2011,236,21.4089989,0.34994611,253.372373,0.197069,30.7741706,1.952546427,-0.062745043,20.145,97.63471936
cfc,e,warmed,e5,quema,1541,angio,2009,224,18.3032009,0.359400063,271.6186263,0.22457475,35.52222315,2.413097893,0.006616878,18.42511765,78.25357957
cfc,e,warmed,e5,quema,1543,angio,2011,269,10.32846187,0.175307903,282.5388913,0.10759975,22.39454393,0.86409255,0.439435771,18.42511765,42.61063995
cfc,e,warmed,e5,quema,1546,angio,2011,237,24.9878051,0.424443927,253.249744,0.191089625,29.02437843,1.77247525,-0.356181576,18.42511765,114.0077421
cfc,e,warmed,e5,quema,1547,angio,2011,209,12.21391067,0.20994278,264.198265,0.209977875,35.18457157,3.440669476,0.337105418,18.42511765,53.56605955
cfc,e,warmed,e5,quema,1549,angio,2009,250,21.24842648,0.454281186,277.8181395,0.155960875,30.14627838,1.636852972,-0.153231523,18.42511765,89.00169853
cfc,e,warmed,e5,quema,1551,angio,2011,165,6.613663073,0.078569423,237.791921,0.14319875,33.3378512,2.908954691,0.641051786,18.42511765,32.05026569
cfc,e,warmed,e5,queru,1552,angio,2011,209,19.3114499,0.35936181,261.829411,0.209977875,35.14922463,3.183616775,-0.305690774,14.79021701,85.40354586
cfc,e,warmed,e5,queru,1553,angio,2011,269,12.9090217,0.149121927,234.224035,0.10759975,22.97259963,0.887702172,0.127191867,14.79021701,63.48676282
cfc,e,warmed,e5,queru,1555,angio,2011,237,13.979017,0.26832184,281.4918217,0.191089625,29.03865053,1.907763591,0.054847066,14.79021701,57.86375087
cfc,e,warmed,e5,queru,1556,angio,2009,250,15.27801467,0.332837198,287.8174708,0.155960875,30.55621274,1.781475544,-0.032981102,14.79021701,61.99680707
cfc,e,warmed,e5,queru,1557,angio,2011,165,2.99996064,0.036104057,241.0033657,0.14319875,32.27328363,2.167755692,0.797165881,14.79021701,14.3503851
cfc,e,warmed,e5,queru,1559,angio,2010,235,12.34061556,0.168411023,243.2680019,0.2293935,35.59239197,2.902154427,0.16562309,14.79021701,58.50222067
cfc,e,warmed,e5,queru,1560,angio,2010,202,13.1259142,0.176553753,244.2751526,0.119255625,36.00339127,2.416897995,0.112527275,14.79021701,61.97866257
cfc,e,warmed,e5,queru,1561,angio,2009,189,0.493521125,0.003556739,164.9875582,0.08563835,29.77732786,2.705975186,0.966631921,14.79021701,3.52655929
cfc,e,warmed,e5,rhaca,1563,angio,2011,209,18.93333333,0.37,270,0.209977875,36.3,2.722642241,-0.206405845,15.694,81.39138055
cfc,e,warmed,e5,rhaca,1564,angio,2010,169,1.053666667,0.021833333,307,0.203390375,31.48666667,2.245441855,0.932861816,15.694,4.040643234
cfc,e,warmed,e5,rhaca,1565,angio,2011,165,10.35970493,0.13880603,252.6430623,0.14319875,31.82668877,1.789966663,0.339893913,15.694,47.37364496
cfc,e,warmed,e5,rhaca,1569,angio,2009,224,12.87580802,0.353274146,301.9210018,0.22457475,35.84685516,2.51107659,0.1795713,15.694,50.09576114
cfc,e,warmed,e5,rhaca,1573,angio,2009,250,16.01993897,0.341022007,285.589084,0.155960875,30.29395294,1.712932068,-0.020768381,15.694,65.45920294
cfc,e,ambient,e7,abiba,1695,gymno,2011,269,9.87528256,0.05682826,101.7688921,0.20861275,26.06206577,1.097218328,0.151409975,11.63728334,135.733951
cfc,e,ambient,e7,abiba,1700,gymno,2011,236,6.535285427,0.073593763,191.496051,0.263379125,27.8442815,1.434437197,0.438418294,11.63728334,39.52404436
cfc,e,ambient,e7,abiba,1702,gymno,2011,210,7.59417568,NA,NA,0.23790625,32.71035383,2.221548726,0.347427105,11.63728334,NA
cfc,e,ambient,e7,aceru,1707,angio,2011,168,7.225791507,0.149846293,303.4388663,0.229890375,18.5131855,1.118890007,0.410404139,12.25549903,27.99105664
cfc,e,ambient,e7,aceru,1708,angio,2011,236,8.73628784,0.11277329,246.9585237,0.263379125,31.29393257,2.313347977,0.287153643,12.25549903,40.82250079
cfc,e,ambient,e7,aceru,1709,angio,2010,202,8.827607433,0.116785608,250.9169542,0.233866125,35.49743525,2.445768913,0.279702327,12.25549903,40.63017858
cfc,e,ambient,e7,aceru,1714,angio,2009,162,7.97,0.118,269.6666667,0.237348,22.74333333,1.363945479,0.349679684,12.25549903,34.30055633
cfc,e,ambient,e7,acesa,1717,angio,2011,266,2.922201157,0.114751577,348.8513847,NA,15.28569537,0.788086695,0.736967864,11.10967352,10.06756391
cfc,e,ambient,e7,acesa,1718,angio,2009,247,4.991346422,0.060979532,246.7260403,0.2384475,31.35445976,2.471993561,0.550720693,11.10967352,23.34430008
cfc,e,ambient,e7,acesa,1720,angio,2011,167,4.795640613,0.076910205,281.7867443,0.240409429,20.3941717,1.087606328,0.568336495,11.10967352,19.83207073
cfc,e,ambient,e7,acesa,1722,angio,2009,188,2.933333333,0.030633333,230.6666667,0.142768375,28.60333333,2.016278853,0.735965839,11.10967352,14.6445764
cfc,e,ambient,e7,acesa,1723,angio,2009,223,5.113333333,0.0552,221,0.243728,34.94333333,3.9976010300000002,0.53974045,11.10967352,26.63943421
cfc,e,ambient,e7,acesa,1724,angio,2011,209,5.34,0.078866667,260.6666667,0.247181375,36.26333333,3.86986491,0.519337811,11.10967352,23.7137211
cfc,e,ambient,e7,acesa,1725,angio,2009,166,3.124549723,0.047675782,278.3466083,0.21965425,29.66645432,1.965215559,0.718754137,11.10967352,13.06511502
cfc,e,ambient,e7,acesa,1726,angio,2011,236,8.410347937,0.121146273,260.8536177,0.263379125,30.8264548,2.191054411,0.242970739,11.10967352,37.32352257
cfc,e,ambient,e7,betpa,1728,angio,2009,162,13.62864859,0.255142358,282.2257043,0.237348,23.10802015,1.547808799,0.355074167,21.13211766,56.28171852
cfc,e,ambient,e7,betpa,1729,angio,2011,165,18.397039,0.28915214,253.4705087,0.200855125,31.9256948,2.313906336,0.129427571,21.13211766,83.86818608
cfc,e,ambient,e7,betpa,1731,angio,2011,210,19.32414167,0.42751586,281.0595047,0.23790625,34.0476265,2.205809152,0.085555836,21.13211766,80.09955842
cfc,e,ambient,e7,betpa,1732,angio,2009,187,15.40031091,0.26642002,267.8051448,0.150509875,28.54668363,2.1218055,0.271236742,21.13211766,66.70119248
cfc,e,ambient,e7,betpa,1733,angio,2010,235,16.2885905,0.289759019,268.8426752,0.254666,35.04636002,2.179729201,0.229202167,21.13211766,70.29835479
cfc,e,ambient,e7,betpa,1736,angio,2010,165,13.8,0.488666667,328.3333333,0.264371875,17.54666667,0.610616539,0.346965589,21.13211766,49.98297223
cfc,e,ambient,e7,betpa,1738,angio,2009,223,18.36666667,0.385,274,0.243728,32.74,2.932024145,0.13086483,21.13211766,77.90258469
cfc,e,ambient,e7,picgl,1744,gymno,2011,210,11.05621607,NA,NA,0.23790625,31.4140911,2.097477645,0.317401242,16.19724024,NA
cfc,e,ambient,e7,picgl,1746,gymno,2011,269,8.982303183,0.03972122,21.19625613,0.20861275,26.09107143,1.224911673,0.445442369,16.19724024,NA
cfc,e,ambient,e7,pinba,1750,gymno,2011,237,13.65187823,0.317140713,208.55908,0.250763375,28.56386823,1.196098465,0.273127029,18.7816562,75.45108363
cfc,e,ambient,e7,pinba,1751,gymno,2011,209,8.91031574,NA,NA,0.247181375,38.21249647,2.243054813,0.525584131,18.7816562,NA
cfc,e,ambient,e7,pinba,1755,gymno,2011,167,11.89689293,0.187509907,273.3146987,0.240409429,22.778244,1.479666662,0.366568485,18.7816562,50.57606297
cfc,e,ambient,e7,pinba,1759,gymno,2010,207,13.46666667,0.316,310.6666667,0.220577875,32.22,2.441634229,0.28298833,18.7816562,51.1172806
cfc,e,ambient,e7,pinst,1761,gymno,2010,235,7.275046838,0.120205551,279.0541459,0.254666,36.75819906,3.289280908,0.44782643,13.17528985,30.35053935
cfc,e,ambient,e7,pinst,1762,gymno,2011,209,7.39708955,NA,NA,0.247181375,37.8446757,2.279578237,0.43856343,13.17528985,NA
cfc,e,ambient,e7,pinst,1763,gymno,2011,165,13.20747873,0.170151797,256.6547087,0.200855125,31.43164253,2.032255555,-0.002443125,13.17528985,59.50745202
cfc,e,ambient,e7,pinst,1768,gymno,2010,207,12.86666667,0.202,277,0.220577875,32.79,2.689588988,0.023424395,13.17528985,54.03761115
cfc,e,ambient,e7,poptr,1773,angio,2009,223,14.86666667,0.314333333,280.3333333,0.243728,33.21666667,3.031507923,0.262017043,20.145,61.76668811
cfc,e,ambient,e7,poptr,1774,angio,2009,166,11.7,0.164,255,0.21965425,29.635,1.895941316,0.419210722,20.145,53.03650012
cfc,e,ambient,e7,poptr,1775,angio,2010,202,15.24661956,0.375251542,300.8366408,0.233866125,34.23703766,1.843070142,0.24315614,20.145,59.50598713
cfc,e,ambient,e7,poptr,1777,angio,2009,188,13.675,0.16475,233,0.142768375,27.975,1.645101243,0.321171507,20.145,67.59989228
cfc,e,ambient,e7,poptr,1779,angio,2009,247,19.96018986,0.38538999,271.71848,0.2384475,30.63525836,1.868229174,0.009173996,20.145,85.30923495
cfc,e,ambient,e7,poptr,1780,angio,2011,165,13.85995547,0.260399963,281.6167743,0.200855125,31.18157007,1.622808286,0.311990297,20.145,57.34804641
cfc,e,ambient,e7,poptr,1781,angio,2010,168,16.325,0.2108625,112.25,0.25886425,30.83125,2.148303353,0.189625217,20.145,192.9703692
cfc,e,ambient,e7,poptr,1782,angio,2010,235,18.07660363,0.269858711,251.9471809,0.254666,37.22338359,3.092437787,0.102675422,20.145,82.87780649
cfc,e,ambient,e7,quema,1786,angio,2009,224,14.546545010000001,0.263783217,268.0712686,0.23923525,36.75023142,2.912200629,0.210504634,18.42511765,62.94590734
cfc,e,ambient,e7,quema,1787,angio,2011,237,18.90508857,0.400063073,279.815353,0.250763375,29.34071223,1.881095427,-0.026049816,18.42511765,78.6760911
cfc,e,ambient,e7,quema,1790,angio,2011,165,3.35830419,0.050765347,269.3160633,0.200855125,33.6335767,2.984131219,0.81773228,18.42511765,14.47040898
cfc,e,ambient,e7,quema,1792,angio,2011,209,20.8319327,0.374656457,259.335383,0.247181375,32.64267603,2.653785241,-0.130626848,18.42511765,92.9523609
cfc,e,ambient,e7,quema,1793,angio,2009,189,2.739050076,0.063836433,311.9858545,0.1357225,29.09327507,2.430240693,0.851341515,18.42511765,10.35926617
cfc,e,ambient,e7,queru,1794,angio,2011,209,10.58856727,0.116485443,218.9138027,0.247181375,33.02432887,3.137973923,0.284083036,14.79021701,55.69406077
cfc,e,ambient,e7,queru,1796,angio,2010,168,7.857142857,0.075142857,NA,0.25886425,32.04428571,2.793286925,0.468760813,14.79021701,NA
cfc,e,ambient,e7,queru,1797,angio,2009,250,13.20271496,0.266797386,286.2551728,0.22818,29.63392639,1.807998266,0.107334602,14.79021701,53.835724569999996
cfc,e,ambient,e7,queru,1798,angio,2010,235,14.57881354,0.202689327,243.0143707,0.254666,36.34238942,2.690869595,0.014293466,14.79021701,69.18201926
cfc,e,ambient,e7,queru,1799,angio,2009,189,6.338126116,0.060384698,208.7258686,0.1357225,28.94538053,2.409531247,0.571464968,14.79021701,35.00057369
cfc,e,ambient,e7,queru,1800,angio,2009,224,10.6708446,0.259560877,296.4992122,0.23923525,36.61804835,2.885069406,0.278520079,14.79021701,42.17943472
cfc,e,ambient,e7,queru,1801,angio,2011,165,5.624989423,0.10038771,285.19404,0.200855125,31.8683338,2.382198437,0.619681752,14.79021701,23.01273821
cfc,e,ambient,e7,queru,1804,angio,2011,165,6.35173218,0.036397217,94.00848973,0.200855125,33.292411799999996,2.557717189,0.570545032,14.79021701,99.57369243
cfc,e,ambient,e7,rhaca,1806,angio,2009,224,6.29413457,0.201488784,318.3706659,0.23923525,36.77617645,3.01078353,0.59894644,15.694,23.39700177
cfc,e,ambient,e7,rhaca,1807,angio,2011,209,10.73333333,0.322333333,312.3333333,0.247181375,35.73333333,2.579794704,0.316086827,15.694,40.55547068
cfc,e,ambient,e7,rhaca,1810,angio,2009,250,15.90941033,0.471201201,307.6574054,0.22818,29.26810392,1.54662219,-0.013725649,15.694,60.89752958
cfc,e,ambient,e7,rhaca,1811,angio,2010,202,16.35665251,0.552475567,313.4787962,0.233866125,33.7986997,1.62262543,-0.042223303,15.694,61.60963431
cfc,e,ambient,e7,rhaca,1812,angio,2009,189,7.935072409,0.151709089,289.1211431,0.1357225,29.13262939,2.269335203,0.494388148,15.694,32.07078231
cfc,e,ambient,e7,rhaca,1813,angio,2011,266,15.9441769,0.518179383,317.9351123,NA,13.76892917,0.720210087,-0.015940926,15.694,59.33777228
cfc,e,ambient,e7,rhaca,1814,angio,2011,168,9.21,0.356666667,336.3333333,0.229890375,19.35666667,1.010893903,0.413151523,15.694,32.69641003
cfc,f,ambient,f2,abiba,2065,gymno,2011,236,7.102091347,0.10020178,238.132277,0.23557025,27.8500703,1.622407044,0.38971226,11.63728334,34.36945412
cfc,f,ambient,f2,abiba,2066,gymno,2011,210,7.475682033,NA,NA,0.22555625,35.4238523,2.564283449,0.357609348,11.63728334,NA
cfc,f,ambient,f2,abiba,2068,gymno,2011,269,8.43247064,0.072888357,200.0764793,0.18119275,20.86995443,0.963436269,0.275391825,11.63728334,48.66945496
cfc,f,ambient,f2,aceru,2069,angio,2009,162,5.134597079,0.097206981,293.3191402,0.22518025,26.1636219,2.017734378,0.581037291,12.25549903,20.48929628
cfc,f,ambient,f2,aceru,2070,angio,2010,165,9.45,0.237666667,310,0.225113375,24.82333333,1.547194094,0.228917568,12.25549903,35.93692706
cfc,f,ambient,f2,aceru,2071,angio,2009,187,6.961698351,0.081345471,240.1336003,0.153163,27.17571068,1.971541862,0.43195309,12.25549903,33.4179799
cfc,f,ambient,f2,aceru,2072,angio,2009,247,3.680862995,0.102800744,327.7699894,0.221225375,21.16744804,1.2893141,0.699656213,12.25549903,13.35110283
cfc,f,ambient,f2,aceru,2074,angio,2009,223,5.488119427,0.109131823,295.7376032,0.231195125,26.15056324,2.299291321,0.552191272,12.25549903,21.74232743
cfc,f,ambient,f2,aceru,2075,angio,2010,235,14.19362519,0.2232419,265.7735726,0.218297875,31.7424202,1.42169871,-0.158143389,12.25549903,61.9074797
cfc,f,ambient,f2,aceru,2076,angio,2010,202,8.146666667,0.111666667,246,0.199369875,38.71,4.021611442,0.335264387,12.25549903,38.20902939
cfc,f,ambient,f2,aceru,2077,angio,2011,236,9.120449473,0.160112413,279.3432697,0.23557025,31.08527183,2.221315258,0.255807581,12.25549903,38.01379753
cfc,f,ambient,f2,acesa,2081,angio,2009,188,3.219056409,0.037601766,247.1019122,0.147869,22.22155825,1.770750225,0.710247434,11.10967352,15.03352055
cfc,f,ambient,f2,acesa,2082,angio,2009,166,4.088018305,0.040093919,221.2269771,0.20560925,26.04427338,1.608734016,0.632030744,11.10967352,21.27578557
cfc,f,ambient,f2,acesa,2083,angio,2009,223,2.519527726,0.057460815,313.6110086,0.231195125,27.15658251,1.890791525,0.773213162,11.10967352,9.486734922
cfc,f,ambient,f2,acesa,2084,angio,2011,167,2.155765667,0.113800263,359.1011093,0.207107429,16.73079043,0.78261223,0.805955984,11.10967352,7.255205111
cfc,f,ambient,f2,acesa,2087,angio,2009,247,3.936112152,0.05840959,273.2807475,0.221225375,26.48711109,1.787468336,0.645704067,11.10967352,16.73509062
cfc,f,ambient,f2,acesa,2088,angio,2011,209,6.926666667,0.272,332,0.2331035,27.29333333,2.131098269,0.376519332,11.10967352,24.85653212
cfc,f,ambient,f2,betpa,2091,angio,2009,187,15.49280483,0.157970012,204.2198195,0.153163,29.36590513,2.231393992,0.266859807,21.13211766,87.5164577
cfc,f,ambient,f2,betpa,2092,angio,2010,165,21.3,0.706,307,0.225113375,23.80333333,1.118701236,-0.007944416,21.13211766,81.68209511
cfc,f,ambient,f2,betpa,2094,angio,2010,202,13.56071915,0.282378638,287.094035,0.199369875,29.87583363,1.837903255,0.358288679,21.13211766,55.15155258
cfc,f,ambient,f2,betpa,2095,angio,2011,210,19.14987473,0.327424827,257.1927527,0.22555625,36.6248118,2.679758345,0.09380238,21.13211766,86.11228154
cfc,f,ambient,f2,betpa,2097,angio,2009,223,10.89973008,0.392110084,327.346575,0.231195125,22.81954956,1.485874313,0.484210231,21.13211766,39.5779816
cfc,f,ambient,f2,betpa,2098,angio,2011,237,17.8989324,0.46012352,296.8382913,0.2282675,26.47930653,1.618799812,0.15299864,21.13211766,70.67954242
cfc,f,ambient,f2,betpa,2099,angio,2009,162,15.16401282,0.244644969,265.2629498,0.22518025,24.05015437,1.493519732,0.282418683,21.13211766,66.25746257
cfc,f,ambient,f2,betpa,2100,angio,2011,269,16.08789533,0.249222607,262.190585,0.18119275,18.7104079,1.170488333,0.23869933,21.13211766,71.05658056
cfc,f,ambient,f2,betpa,2101,angio,2011,165,17.839888,0.22098458,234.154562,0.170568625,23.92364503,1.081623645,0.1557927,21.13211766,87.76230464
cfc,f,ambient,f2,picgl,2103,gymno,2011,236,15.02234617,0.19721735,214.7622473,0.23557025,28.70801733,1.547694186,0.072536683,16.19724024,80.56489837
cfc,f,ambient,f2,picgl,2107,gymno,2011,210,9.679417607,NA,NA,0.22555625,35.18793107,2.67322641,0.402403282,16.19724024,NA
cfc,f,ambient,f2,pinba,2115,gymno,2011,209,16.39205467,NA,NA,0.2331035,31.21665317,1.485126294,0.127230608,18.7816562,NA
cfc,f,ambient,f2,pinba,2117,gymno,2010,207,6.698998036,0.218702414,336.1089792,0.181676,34.50504971,1.934896562,0.643322295,18.7816562,23.79524656
cfc,f,ambient,f2,pinba,2118,gymno,2011,167,14.85549483,0.24244964,283.2753187,0.207107429,17.27987353,1.090039243,0.20904234,18.7816562,61.1443203
cfc,f,ambient,f2,pinba,2122,gymno,2011,266,11.0209186,0.137162083,248.3285413,NA,15.16902287,0.87881698,0.413208373,18.7816562,51.2271629
cfc,f,ambient,f2,pinst,2124,gymno,2011,168,13.74999133,0.292093523,309.937938,0.199882,17.7146314,1.044830809,-0.043619646,13.17528985,52.29814635
cfc,f,ambient,f2,pinst,2126,gymno,2011,237,7.427491173,0.133018233,235.3280037,0.2282675,29.747214,1.730022557,0.436255957,13.17528985,36.36105067
cfc,f,ambient,f2,pinst,2130,gymno,2010,207,12.12338695,0.174111308,266.0468454,0.181676,35.44996929,2.023240989,0.079839071,13.17528985,52.82774811
cfc,f,ambient,f2,pinst,2133,gymno,2011,209,12.15029897,NA,NA,0.2331035,33.2977384,1.729799419,0.077796458,13.17528985,NA
cfc,f,ambient,f2,pinst,2134,gymno,2010,235,9.469455499,0.159284301,289.5150321,0.218297875,29.67202504,1.434977939,0.281271562,13.17528985,38.22601912
cfc,f,ambient,f2,poptr,2135,angio,2009,247,20.17708278,0.423534045,282.2079246,0.221225375,22.68077469,1.095456013,-0.001592593,20.145,83.32925256
cfc,f,ambient,f2,poptr,2137,angio,2010,168,19.92034066,0.301108449,255.425298,0.220676625,25.54490789,0.798942567,0.011152114,20.145,90.15824682
cfc,f,ambient,f2,poptr,2139,angio,2009,188,17.12422648,0.38656105,291.1764557,0.147869,21.0013148,1.283696968,0.149951527,20.145,68.77707466
cfc,f,ambient,f2,poptr,2140,angio,2011,165,12.8029386,0.26032815,290.847618,0.170568625,22.97840437,1.20189484,0.36446073,20.145,51.47266337
cfc,f,ambient,f2,poptr,2141,angio,2009,166,17.9,0.252,247.6666667,0.20560925,26.54,1.519005215,0.111442045,20.145,83.41413178
cfc,f,ambient,f2,poptr,2144,angio,2009,223,23.14036282,0.550793425,283.7875819,0.231195125,24.091362,1.572156993,-0.148690137,20.145,95.0903609
cfc,f,ambient,f2,poptr,2145,angio,2010,235,15.23561158,0.339963008,294.39915,0.218297875,30.02273687,1.050427717,0.243702577,20.145,60.60026125
cfc,f,ambient,f2,quema,2148,angio,2011,269,10.72795093,0.237680917,304.3157003,0.18119275,18.96717703,0.819055956,0.417754006,18.42511765,41.45372963
cfc,f,ambient,f2,quema,2150,angio,2011,165,7.551714787,0.17353302,310.014292,0.170568625,23.7562561,1.006265602,0.590140214,18.42511765,28.7168963
cfc,f,ambient,f2,quema,2151,angio,2009,224,13.5350006,0.196449942,255.034069,0.225297875,25.76600202,1.969379335,0.265404929,18.42511765,61.34691357
cfc,f,ambient,f2,quema,2153,angio,2009,189,8.044031335,0.083090467,224.8684534,0.141204375,20.71351624,1.290997779,0.563420354,18.42511765,41.18590217
cfc,f,ambient,f2,quema,2154,angio,2011,209,22.25197847,0.467455393,274.249558,0.2331035,27.35037803,1.746563974,-0.20769804,18.42511765,94.30409587
cfc,f,ambient,f2,queru,2157,angio,2009,250,4.824068055,0.349197933,363.4491681,0.210258375,19.7313242,0.868454119,0.673833856,14.79021701,16.07965091
cfc,f,ambient,f2,queru,2158,angio,2011,209,15.13500053,0.192921543,237.652866,0.2331035,27.33427307,2.101283778,-0.023311593,14.79021701,73.38694508
cfc,f,ambient,f2,queru,2159,angio,2010,168,7.940137543,0.403682948,350.8322344,0.220676625,24.4138883,0.833498109,0.463149355,14.79021701,27.22975421
cfc,f,ambient,f2,queru,2160,angio,2010,235,12.54090509,0.146123848,233.2213626,0.218297875,30.54796855,1.322189078,0.152081063,14.79021701,61.93600716
cfc,f,ambient,f2,queru,2165,angio,2009,224,9.627964188,0.1154542,241.3689575,0.225297875,29.46873347,1.574606561,0.349031581,14.79021701,45.98828512
cfc,f,ambient,f2,queru,2166,angio,2011,165,6.128412017,0.098534317,280.9402903,0.170568625,23.7191836,1.508904689,0.585644213,14.79021701,25.4122749
cfc,f,ambient,f2,queru,2167,angio,2009,189,2.817412735,0.021416129,177.3338821,0.141204375,22.57861137,1.540054044,0.809508357,14.79021701,18.54011317
cfc,f,ambient,f2,rhaca,2170,angio,2010,169,19.73119925,0.279125441,261.7487931,0.209995,31.3664945,1.605407651,-0.257244759,15.694,87.28482583
cfc,f,ambient,f2,rhaca,2172,angio,2009,224,9.269744406,0.3821875,337.7771761,0.225297875,29.77527364,1.472385155,0.409344692,15.694,32.79214161
cfc,f,ambient,f2,rhaca,2173,angio,2011,165,13.5881921,0.169818237,241.9018127,0.170568625,23.3624967,1.363525615,0.13417917,15.694,64.76659468
cfc,f,ambient,f2,rhaca,2176,angio,2011,209,8.616666667,0.269,318.6666667,0.2331035,27.86666667,2.175918215,0.450957903,15.694,32.00522541
cfc,f,warmed,f3,abiba,2182,gymno,2011,210,9.142352983,NA,NA,0.188966875,36.15133793,3.082646443,0.214391132,11.63728334,NA
cfc,f,warmed,f3,abiba,2189,gymno,2011,236,5.411673187,0.058011890000000003,203.0094333,0.19281625,29.514829,1.897545838,0.53497109,11.63728334,30.76032797
cfc,f,warmed,f3,aceru,2190,angio,2011,210,7.456666667,0.121,268.3333333,0.188966875,34.65666667,3.444286913,0.391565643,12.25549903,32.23758606
cfc,f,warmed,f3,aceru,2193,angio,2009,162,5.649009148,0.049401559,196.7783728,0.133933625,25.59513537,2.043769531,0.539063311,12.25549903,33.18321656
cfc,f,warmed,f3,aceru,2195,angio,2010,165,9.03,0.190333333,295.6666667,0.178539,27.71,2.025443597,0.263187898,12.25549903,35.78176358
cfc,f,warmed,f3,aceru,2197,angio,2010,235,12.3231673,0.204713706,267.7498729,0.197301625,32.68031438,2.522913796,-0.005521462,12.25549903,53.38372437
cfc,f,warmed,f3,aceru,2198,angio,2009,223,6.27826785,0.081162087,249.738522,0.201225857,28.64374447,2.020269243,0.487718302,12.25549903,29.02582799
cfc,f,warmed,f3,aceru,2199,angio,2009,187,1.170850385,0.003426747,-154.0300515,0.07666585,27.39791997,2.192438541,0.904463263,12.25549903,-3.327515153
cfc,f,warmed,f3,acesa,2204,angio,2009,166,2.836666667,0.027833333,223,0.105488375,27.01666667,1.781019905,0.744666964,11.10967352,14.64548588
